Type de panne;Durée arrêt (h);Résultat;Date intervention;Désignation;Coût matériel;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité
Mécanique;70,91667;;25/04/2024;machine1;0;;;
Arrosage;0,66667;;25/04/2024;machine4;0;;;
Programme;1;;25/04/2024;machine2;0;;;
Electrique;0,5;;24/04/2024;machine1;0;;;
Mécanique;0,4;;24/04/2024;machine1;0;;;
Arrosage;0,91667;;24/04/2024;machine2;607,76;FILTER ELEMENT d'arrosage au centre NMV3/4  (FDYPTSF1012400W FILTER ELEMENT);M-F0043;1.0
Mécanique;4,08333;;24/04/2024;machine1;0;;;
Hydraulique;209,33333;;24/04/2024;machine2;0;;;
Hydraulique;4;;23/04/2024;machine5;0;;;
Mécanique;0,75;;23/04/2024;machine1;0;;;
Arrosage;0,38333;;23/04/2024;machine4;0;;;
Mécanique;11,5;;22/04/2024;machine5;0;;;
Mécanique;0,55;;22/04/2024;machine5;0;;;
Arrosage;0,5;;22/04/2024;machine4;0;;;
Hydraulique;55,5;;22/04/2024;machine8;3264,44;Centrale hydraulique ECO RICH EHU2504-40-SAB;M-HYD0013;1.0
Arrosage;196,66667;;22/04/2024;machine4;8258,25;KIT MAINTENANCE N2 NHX4000;M-M0089;1.0
Arrosage;196,66667;;22/04/2024;machine4;8258,25;VIS A BILLES ;M-VIS0004;1.0
Arrosage;196,66667;;22/04/2024;machine4;8258,25;ROULEMENT 2A-BST40*90-20BP4;M-RLT0035;4.0
Arrosage;196,66667;;22/04/2024;machine4;8258,25;Roulement LOCK NUT M40xP1.5 1;M-RLT0037;1.0
Mécanique;1,5;;22/04/2024;machine5;0;;;
Arrosage;0,5;;22/04/2024;machine5;0;;;
Mécanique;432;;22/04/2024;machine1;167,84;ROULEMENT 6304 ZZC3 FAG;M-RLT0033;1.0
Mécanique;432;;22/04/2024;machine1;167,84;ROULEMENT FAG NJ205-E-TVP2;M-RLT0006;2.0
Mécanique;432;;22/04/2024;machine1;167,84;ROULEMENT FAG NUP207-E-TVP2;M-RLT0007;2.0
Mécanique;432;;22/04/2024;machine1;167,84;ROULEMENT 6006 FAG / Rollway;RLT0468;1.0
Mécanique;432;;22/04/2024;machine1;167,84;ROULEMENT A AIGUILLES NKS22 ;RLT0728;2.0
Mécanique;432;;22/04/2024;machine1;167,84;ROULEMENT A ROULEAUX CYLINDRIQUES SKF NJ206-ECP;M-RLT0009;2.0
Mécanique;432;;22/04/2024;machine1;167,84;Roulement à billes 6206C3-ROLLWAY;M-RLT0034;1.0
Mécanique;0,81667;;22/04/2024;machine2;0;;;
Mécanique;0,33333;;22/04/2024;machine2;0;;;
Arrosage;0,61667;;22/04/2024;machine2;607,76;FILTER ELEMENT d'arrosage au centre NMV3/4  (FDYPTSF1012400W FILTER ELEMENT);M-F0043;1.0
Hydraulique;85,33333;;20/04/2024;machine2;23,14;PARE POUSSIERE/ ARRET D'HUILE DE VIS A BILLE X;M-J0065;1.0
Hydraulique;85,33333;;20/04/2024;machine2;23,14;PARE POUSSIERE/ ARRET D'HUILE DE VIS A BILLE X;M-J0066;1.0
Arrosage;0,66667;;20/04/2024;machine4;0;;;
Mécanique;0,58333;;20/04/2024;machine4;0;;;
Arrosage;0,33333;;20/04/2024;machine5;0;;;
Arrosage;0,33333;;19/04/2024;machine5;0;;;
Arrosage;0,33333;;19/04/2024;machine4;0;;;
Mécanique;1,16667;;19/04/2024;machine1;0;;;
Mécanique;41;;19/04/2024;machine1;0;;;
Arrosage;0,33333;;18/04/2024;machine3;0;;;
Mécanique;5,25;;18/04/2024;machine1;0;;;
Electrique;0,58333;;18/04/2024;machine1;0;;;
Mécanique;0,58333;;18/04/2024;machine1;0;;;
Hydraulique;0,5;;17/04/2024;machine5;0;;;
Mécanique;1,16667;;17/04/2024;machine2;0;;;
Mécanique;0,5;;17/04/2024;machine1;0;;;
Divers;1,33333;;17/04/2024;machine2;0;;;
Mécanique;1,33333;;17/04/2024;machine5;0;;;
Arrosage;0,33333;;17/04/2024;machine5;0;;;
Arrosage;0,5;;17/04/2024;machine1;0;;;
Arrosage;0,58333;;17/04/2024;machine2;0;;;
Arrosage;0,25;;17/04/2024;machine4;0;;;
Arrosage;1,75;;17/04/2024;machine4;0;;;
Hydraulique;26,55;;17/04/2024;machine9;0;;;
Pneumatique;1;;16/04/2024;machine5;0;;;
Electrique;0,61667;;16/04/2024;machine1;0;;;
Mécanique;100,75;;16/04/2024;machine2;7013,57;PARE POUSSIERE/ ARRET D'HUILE DE VIS A BILLE X;M-J0066;1.0
Mécanique;100,75;;16/04/2024;machine2;7013,57;VIS A BILLES AXE X ;M-VIS0005;1.0
Mécanique;100,75;;16/04/2024;machine2;7013,57;ROULEMENT D'AXE X ;M-RLT0025;2.0
Hydraulique;0,58333;;15/04/2024;machine1;0;;;
Mécanique;5,5;;15/04/2024;machine4;0;;;
Arrosage;1,58333;;15/04/2024;machine5;0;;;
Mécanique;3,16667;;15/04/2024;machine2;0;;;
Electrique;1,33333;;15/04/2024;machine2;0;;;
Mécanique;16,5;;13/04/2024;machine2;0;;;
Arrosage;11,08333;;13/04/2024;machine4;0;;;
Mécanique;0,33333;;13/04/2024;machine3;0;;;
Arrosage;4,16667;;13/04/2024;machine3;665,28;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;2.0
Mécanique;37,5;;12/04/2024;machine4;0;;;
Arrosage;0,33333;;12/04/2024;machine5;0;;;
Arrosage;0,33333;;12/04/2024;machine5;0;;;
Hydraulique;1,33333;;12/04/2024;machine1;0;;;
Electrique;1,25;;12/04/2024;machine1;0;;;
Mécanique;0,5;;11/04/2024;machine2;0;;;
Electronique;1,33333;;10/04/2024;machine2;0;;;
Electronique;0,38333;;10/04/2024;machine2;0;;;
Mécanique;0,33333;;09/04/2024;machine5;0;;;
Arrosage;0,53333;;09/04/2024;machine5;0;;;
Electrique;0,66667;;09/04/2024;machine1;0;;;
Arrosage;0,75;;09/04/2024;machine4;0;;;
Arrosage;0,5;;09/04/2024;machine2;0;;;
Arrosage;0,5;;09/04/2024;machine5;0;;;
Mécanique;1,5;;08/04/2024;machine2;0;;;
Arrosage;0,5;;08/04/2024;machine2;0;;;
Mécanique;3,5;;08/04/2024;machine5;0;;;
Mécanique;13,5;;08/04/2024;machine1;0;;;
Hydraulique;0,41667;;08/04/2024;machine1;0;;;
Arrosage;0,41667;;08/04/2024;machine4;0;;;
Mécanique;2,08333;;08/04/2024;machine4;0;;;
Mécanique;2,16667;;08/04/2024;machine5;46,3;Courroie d'axe C (BELT PCGT 5MX15 5MGT- 600-15);M-TRANS0023;1.0
Mécanique;4,75;;07/04/2024;machine1;0;;;
Arrosage;42,5;;07/04/2024;machine4;0;;;
Mécanique;2,83333;;06/04/2024;machine2;0;;;
Mécanique;2;;05/04/2024;machine5;0;;;
Mécanique;0,5;;05/04/2024;machine2;0;;;
Arrosage;0,7;;05/04/2024;machine5;0;;;
Arrosage;1;;05/04/2024;machine5;0;;;
Hydraulique;1;;05/04/2024;machine1;0;;;
Pneumatique;0,25;;05/04/2024;machine1;0;;;
Mécanique;1,13333;;05/04/2024;machine2;0;;;
Arrosage;0,36667;;05/04/2024;machine2;0;;;
Arrosage;0,5;;05/04/2024;machine4;0;;;
Arrosage;1,16667;;05/04/2024;machine4;0;;;
Arrosage;5;;05/04/2024;machine4;0;;;
Arrosage;2,6;;05/04/2024;machine4;0;;;
Arrosage;0,5;;05/04/2024;machine2;607,76;FILTER ELEMENT d'arrosage au centre NMV3/4  (FDYPTSF1012400W FILTER ELEMENT);M-F0043;1.0
Mécanique;2,08333;;04/04/2024;machine5;0;;;
Mécanique;0,83333;;04/04/2024;machine2;0;;;
Arrosage;0,16667;;04/04/2024;machine4;0;;;
Arrosage;1,5;;04/04/2024;machine4;0;;;
Mécanique;0,75;;04/04/2024;machine2;0;;;
Hydraulique;0,58333;;03/04/2024;machine2;0;;;
Hydraulique;0,58333;;03/04/2024;machine2;0;;;
Hydraulique;0,5;;03/04/2024;machine5;0;;;
Mécanique;0,83333;;03/04/2024;machine1;0;;;
Arrosage;0,33333;;03/04/2024;machine4;0;;;
Arrosage;0,25;;02/04/2024;machine5;0;;;
Electrique;0,41667;;02/04/2024;machine5;0;;;
Electrique;11;;02/04/2024;machine2;0;;;
Mécanique;9;;02/04/2024;machine1;0;;;
Mécanique;0,66667;;02/04/2024;machine1;0;;;
Electrique;0,25;;02/04/2024;machine1;0;;;
Mécanique;1,5;;02/04/2024;machine2;0;;;
Mécanique;0,5;;02/04/2024;machine2;0;;;
Arrosage;0,33333;;02/04/2024;machine4;0;;;
Arrosage;1,5;;02/04/2024;machine4;0;;;
Arrosage;0,16667;;01/04/2024;machine3;0;;;
Arrosage;0,91667;;01/04/2024;machine4;0;;;
Pneumatique;1,41667;;01/04/2024;machine2;0;;;
Electrique;1;;31/03/2024;machine1;0;;;
Mécanique;2,25;;31/03/2024;machine1;0;;;
Arrosage;8,08333;;31/03/2024;machine4;0;;;
Mécanique;0,41667;;31/03/2024;machine1;0;;;
Pneumatique;4,91667;;31/03/2024;machine2;0;;;
Hydraulique;1,83333;;30/03/2024;machine4;12,96;"FLEXIBLE 1436 1/4"" 22.5MPA";M-FLEX0012;1.0
Arrosage;0,33333;;29/03/2024;machine5;0;;;
Arrosage;0,75;;29/03/2024;machine5;0;;;
Arrosage;0,16667;;29/03/2024;machine3;332,64;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0
Hydraulique;0,5;;28/03/2024;machine5;0;;;
Mécanique;177,91667;;28/03/2024;machine4;13000;BROCHE NHX;M-ELB0003;1.0
Arrosage;75;;27/03/2024;machine1;830,59;JOINT CERAMIQUE DEUBLIN DS RTR PT12;M-JT0008;2.0
Arrosage;75;;27/03/2024;machine1;830,59;(JOINT TOURNANT DEUBLIN 1129-584)BAGUE D'ETANCHEITE A LEVRE EN PTFE 18X30X7;M-JT0008;2.0
Arrosage;75;;27/03/2024;machine1;830,59;FILTRE DMU 344X268X10;M-F0006;2.0
Arrosage;75;;27/03/2024;machine1;830,59;JOINT TOURNANT 120 2.5NBR 70SH;M-JT0006;1.0
Arrosage;75;;27/03/2024;machine1;830,59;Clapet anti retour TVR 2*I-I G1/4;M-HYD0017;1.0
Programme;0,58333;;27/03/2024;machine3;0;;;
Arrosage;2,25;;27/03/2024;machine4;0;;;
Arrosage;0,33333;;27/03/2024;machine4;0;;;
Mécanique;377,66667;;27/03/2024;machine4;24,5;ENSEMBLE JOINT DE VERIN NHX (ARRET D'HUILE);M-J0045;1.0
Mécanique;377,66667;;27/03/2024;machine4;24,5;JOINT TORIQUE;M-J0022;2.0
Mécanique;0,5;;27/03/2024;machine2;0;;;
Mécanique;0,25;;26/03/2024;machine4;0;;;
Mécanique;2,75;;26/03/2024;machine1;0;;;
Pneumatique;0,58333;;26/03/2024;machine4;0;;;
Mécanique;41,5;;25/03/2024;machine5;0;;;
Arrosage;1;;25/03/2024;machine5;0;;;
Mécanique;0,5;;25/03/2024;machine1;0;;;
Mécanique;0,5;;25/03/2024;machine1;0;;;
Arrosage;0,3;;25/03/2024;machine4;0;;;
Arrosage;2,41667;;25/03/2024;machine4;0;;;
Arrosage;3;;25/03/2024;machine4;0;;;
Arrosage;12,75;;25/03/2024;machine4;0;;;
Mécanique;0,91667;;25/03/2024;machine2;0;;;
Mécanique;2,33333;;24/03/2024;machine1;0;;;
Hydraulique;1,53333;;24/03/2024;machine5;0;;;
Mécanique;3,08333;;24/03/2024;machine1;0;;;
Arrosage;20,5;;24/03/2024;machine1;0;;;
Arrosage;1;;24/03/2024;machine4;0;;;
Mécanique;0;;23/03/2024;machine4;0;;;
Hydraulique;3,16667;;23/03/2024;machine1;0;;;
Hydraulique;3,16667;;23/03/2024;machine1;0;;;
Arrosage;0,5;;23/03/2024;machine4;0;;;
Hydraulique;1;;23/03/2024;machine5;0;;;
Electrique;5,5;;22/03/2024;machine1;0;;;
Mécanique;0,16667;;22/03/2024;machine3;0;;;
Mécanique;0,5;;22/03/2024;machine4;0;;;
Arrosage;3,5;;22/03/2024;machine3;0;;;
Mécanique;2,66667;;22/03/2024;machine5;0;;;
Arrosage;0,41667;;22/03/2024;machine4;0;;;
Hydraulique;1,83333;;21/03/2024;machine1;0;;;
Mécanique;1,25;;21/03/2024;machine2;0;;;
Pneumatique;0,16667;;21/03/2024;machine2;0;;;
Arrosage;0,25;;21/03/2024;machine4;0;;;
Electrique;0,91667;;21/03/2024;machine4;0;;;
Hydraulique;0,25;;21/03/2024;machine5;0;;;
Arrosage;0,41667;;21/03/2024;machine5;0;;;
Mécanique;0;;21/03/2024;machine4;0;;;
Arrosage;1,15;;21/03/2024;machine4;0;;;
Mécanique;1,5;;21/03/2024;machine5;790;Protecteur d'axe Z ( vf-3-5/40, VM-3);M-PR0014;1.0
Mécanique;32,5;;21/03/2024;machine1;237,51;CABLE ENTRE VARIATEUR D'AXE X, Y ET SME 6M;M-CAB0012;1.0
Mécanique;32,5;;21/03/2024;machine1;237,51;CABLE ENTRE MOTEUR AXE B/C ET CN 7M;M-CAB0013;1.0
Mécanique;0,33333;;21/03/2024;machine2;0;;;
Mécanique;1,33333;;20/03/2024;machine3;0;;;
Arrosage;0,66667;;20/03/2024;machine4;0;;;
Mécanique;0,41667;;20/03/2024;machine4;0;;;
Arrosage;0,25;;19/03/2024;machine5;0;;;
Arrosage;3,16667;;19/03/2024;machine5;0;;;
Arrosage;0,56667;;19/03/2024;machine5;0;;;
Mécanique;1,25;;19/03/2024;machine5;0;;;
Mécanique;139,33333;;19/03/2024;machine4;702,68;CODEUR BROCHE NHX;M-MES0014;1.0
Mécanique;139,33333;;19/03/2024;machine4;702,68;FLEXIBLE HYDRAULIQUE 2,60 * 150 bar ;M-FLEX0009;1.0
Arrosage;1,5;;19/03/2024;machine2;0;;;
Arrosage;0,5;;19/03/2024;machine2;0;;;
Arrosage;1,16667;;18/03/2024;machine5;0;;;
Arrosage;1,25;;18/03/2024;machine5;0;;;
Hydraulique;0,25;;18/03/2024;machine5;0;;;
Mécanique;0,25;;18/03/2024;machine2;0;;;
Electrique;0,33333;;18/03/2024;machine4;0;;;
Arrosage;1;;18/03/2024;machine4;0;;;
Mécanique;73;;16/03/2024;machine1;0;;;
Mécanique;0,33333;;16/03/2024;machine4;0;;;
Mécanique;1;;16/03/2024;machine4;0;;;
Arrosage;2;;15/03/2024;machine5;0;;;
Mécanique;7,5;;15/03/2024;machine1;0;;;
Arrosage;0,33333;;15/03/2024;machine4;0;;;
Mécanique;1,5;;15/03/2024;machine4;0;;;
Mécanique;0,41667;;15/03/2024;machine4;0;;;
Mécanique;2,5;;15/03/2024;machine2;0;;;
Mécanique;0,28333;;15/03/2024;machine4;0;;;
Arrosage;0,33333;;14/03/2024;machine4;0;;;
Arrosage;1,58333;;14/03/2024;machine4;0;;;
Programme;128,5;;14/03/2024;machine1;0;;;
Mécanique;1,58333;;14/03/2024;machine5;1190;Protecteur d'axe X  LT/RT (VF-3 P)  93-2348;M-PR0015;1.0
Mécanique;0,33333;;14/03/2024;machine2;0;;;
Mécanique;0,33333;;13/03/2024;machine5;0;;;
Arrosage;0,25;;13/03/2024;machine5;0;;;
Arrosage;0,75;;13/03/2024;machine5;0;;;
Mécanique;0,6;;13/03/2024;machine2;0;;;
Hydraulique;0,41667;;13/03/2024;machine2;0;;;
Arrosage;0,58333;;13/03/2024;machine2;0;;;
Pneumatique;0,66667;;13/03/2024;machine5;0;;;
Mécanique;0,25;;13/03/2024;machine1;0;;;
Hydraulique;0,41667;;13/03/2024;machine1;0;;;
Arrosage;0,5;;13/03/2024;machine2;0;;;
Mécanique;0,66667;;13/03/2024;machine1;0;;;
Mécanique;0,66667;;13/03/2024;machine1;0;;;
Arrosage;0,5;;12/03/2024;machine5;0;;;
Arrosage;0,33333;;12/03/2024;machine5;0;;;
Arrosage;0,33333;;11/03/2024;machine5;0;;;
Mécanique;0,36667;;11/03/2024;machine2;0;;;
Mécanique;0,61667;;11/03/2024;machine5;0;;;
Mécanique;87,08333;;10/03/2024;machine5;0;;;
Mécanique;1;;10/03/2024;machine5;0;;;
Mécanique;1,91667;;10/03/2024;machine2;0;;;
Mécanique;2,08333;;10/03/2024;machine1;0;;;
Mécanique;5,25;;10/03/2024;machine1;0;;;
Electrique;8;;09/03/2024;machine4;0;;;
Mécanique;1,15;;09/03/2024;machine5;0;;;
Electrique;0,86667;;09/03/2024;machine1;0;;;
Electrique;18;;09/03/2024;machine1;0;;;
Mécanique;0,16667;;09/03/2024;machine2;0;;;
Arrosage;2,18333;;09/03/2024;machine2;0;;;
Mécanique;71,75;;09/03/2024;machine1;0;;;
Mécanique;8,26667;;09/03/2024;machine5;0;;;
Mécanique;0,33333;;09/03/2024;machine5;0;;;
Mécanique;0,68333;;09/03/2024;machine2;0;;;
Mécanique;18;;08/03/2024;machine1;0;;;
Mécanique;6,08333;;08/03/2024;machine1;0;;;
Mécanique;0,66667;;08/03/2024;machine5;0;;;
Arrosage;0,5;;08/03/2024;machine5;0;;;
Mécanique;2;;07/03/2024;machine2;0;;;
Hydraulique;12,16667;;07/03/2024;machine3;0;;;
Electrique;2,83333;;07/03/2024;machine4;0;;;
Mécanique;2,5;;06/03/2024;machine2;0;;;
Mécanique;22,5;;06/03/2024;machine7;0;;;
Mécanique;4;;06/03/2024;machine1;0;;;
Mécanique;0,58333;;06/03/2024;machine2;0;;;
Mécanique;0,5;;06/03/2024;machine5;0;;;
Mécanique;1;;06/03/2024;machine2;0;;;
Mécanique;65,4;;05/03/2024;machine1;0;;;
Arrosage;0,16667;;05/03/2024;machine5;0;;;
Mécanique;3,83333;;05/03/2024;machine5;0;;;
Mécanique;1;;05/03/2024;machine1;0;;;
Arrosage;2,63333;;04/03/2024;machine5;0;;;
Mécanique;978,5;;04/03/2024;machine2;57311,35;JOINT TOURNANT NMV4 ESX20AC- 9659Y;M-JT0011;1.0
Mécanique;978,5;;04/03/2024;machine2;57311,35;BROCHE NMV;M-ELB0004;1.0
Mécanique;0,5;;04/03/2024;machine7;0;;;
Arrosage;0,41667;;04/03/2024;machine5;0;;;
Mécanique;34,83333;;03/03/2024;machine4;0;;;
Mécanique;14;;03/03/2024;machine5;0;;;
Mécanique;1;;03/03/2024;machine5;0;;;
Mécanique;0,5;;03/03/2024;machine2;0;;;
Mécanique;0,58333;;02/03/2024;machine5;0;;;
Mécanique;0;;02/03/2024;machine1;0;;;
Mécanique;20;;02/03/2024;machine4;0;;;
Mécanique;68;;02/03/2024;machine1;0;;;
Mécanique;18,5;;02/03/2024;machine1;0;;;
Electrique;10,5;;02/03/2024;machine1;0;;;
Mécanique;6,13333;;02/03/2024;machine4;0;;;
Mécanique;0,33333;;01/03/2024;machine5;0;;;
Arrosage;10,58333;;01/03/2024;machine1;0;;;
Mécanique;2;;01/03/2024;machine1;0;;;
Divers;0,33333;;01/03/2024;machine2;783,26;VITRE PORTE OPERATEUR NMV (Vitrage de securité multicouches 340/660/21);M-V0003;1.0
Mécanique;2;;01/03/2024;machine4;0;;;
Arrosage;0,66667;;29/02/2024;machine1;0;;;
Mécanique;0,66667;;28/02/2024;machine5;0;;;
Arrosage;0,5;;28/02/2024;machine1;0;;;
Arrosage;1,66667;;28/02/2024;machine1;0;;;
Hydraulique;11,41667;;28/02/2024;machine9;0;;;
Electrique;0,25;;28/02/2024;machine5;0;;;
Mécanique;1,4;;28/02/2024;machine1;0;;;
Arrosage;1,66667;;28/02/2024;machine1;0;;;
Hydraulique;0,25;;28/02/2024;machine2;0;;;
Mécanique;3,83333;;28/02/2024;machine2;0;;;
Mécanique;0,83333;;27/02/2024;machine3;0;;;
Hydraulique;1,75;;27/02/2024;machine3;0;;;
Hydraulique;1,16667;;27/02/2024;machine2;0;;;
Arrosage;0,33333;;27/02/2024;machine4;0;;;
Arrosage;0,83333;;27/02/2024;machine2;0;;;
Arrosage;1,25;;26/02/2024;machine8;0;;;
Mécanique;1;;26/02/2024;machine7;0;;;
Electrique;0,16667;;26/02/2024;machine1;0;;;
Arrosage;0,66667;;26/02/2024;machine4;0;;;
Arrosage;0,5;;26/02/2024;machine4;0;;;
Arrosage;0,41667;;26/02/2024;machine4;0;;;
Arrosage;1;;26/02/2024;machine2;0;;;
Arrosage;0,75;;25/02/2024;machine2;0;;;
Arrosage;4,66667;;25/02/2024;machine4;0;;;
Arrosage;0,5;;24/02/2024;machine4;0;;;
Mécanique;1,08333;;24/02/2024;machine2;0;;;
Electrique;0,33333;;24/02/2024;machine6;0;;;
Arrosage;0,33333;;24/02/2024;machine5;0;;;
Arrosage;0,41667;;23/02/2024;machine5;0;;;
Hydraulique;5;;23/02/2024;machine1;0;;;
Mécanique;4,5;;23/02/2024;machine5;0;;;
Arrosage;1,5;;23/02/2024;machine4;0;;;
Arrosage;0,58333;;23/02/2024;machine4;0;;;
Mécanique;9,66667;;22/02/2024;machine9;0;;;
Mécanique;2,66667;;22/02/2024;machine7;0;;;
Mécanique;1,5;;22/02/2024;machine5;0;;;
Mécanique;5,91667;;22/02/2024;machine2;0;;;
Mécanique;0,66667;;22/02/2024;machine1;0;;;
Mécanique;0,41667;;21/02/2024;machine5;0;;;
Mécanique;3,5;;20/02/2024;machine5;0;;;
Mécanique;0,5;;20/02/2024;machine6;0;;;
Mécanique;0,5;;20/02/2024;machine4;0;;;
Programme;4;;19/02/2024;machine2;0;;;
Mécanique;248,5;;19/02/2024;machine4;562,38;CODEUR BROCHE NHX;M-MES0014;1.0
Mécanique;248,5;;19/02/2024;machine4;562,38;Joint torique pour vérin hydraulique Ø 80*2,5 ;M-J0052;3.0
Arrosage;0,75;;19/02/2024;machine4;0;;;
Mécanique;1,75;;19/02/2024;machine1;0;;;
Mécanique;1,08333;;19/02/2024;machine2;0;;;
Mécanique;14,96667;;18/02/2024;machine1;0;;;
Arrosage;2,75;;18/02/2024;machine1;0;;;
Mécanique;1,08333;;17/02/2024;machine1;0;;;
Mécanique;9,58333;;17/02/2024;machine4;0;;;
Mécanique;17,83333;;16/02/2024;machine4;0;;;
Mécanique;1,83333;;16/02/2024;machine7;0;;;
Mécanique;4;;16/02/2024;machine4;0;;;
Mécanique;0,5;;15/02/2024;machine1;0;;;
Arrosage;11,25;;15/02/2024;machine4;0;;;
Arrosage;1,75;;15/02/2024;machine4;0;;;
Arrosage;3,08333;;15/02/2024;machine4;0;;;
Mécanique;0,25;;15/02/2024;machine5;0;;;
Mécanique;0,5;;15/02/2024;machine2;0;;;
Mécanique;0,5;;15/02/2024;machine2;0;;;
Mécanique;0,5;;15/02/2024;machine2;0;;;
Mécanique;0,25;;15/02/2024;machine4;0;;;
Mécanique;1,43333;;15/02/2024;machine1;0;;;
Arrosage;0,41667;;14/02/2024;machine5;0;;;
Arrosage;0,41667;;14/02/2024;machine5;0;;;
Arrosage;1,75;;14/02/2024;machine1;0;;;
Arrosage;0,51667;;14/02/2024;machine2;0;;;
Arrosage;0,66667;;14/02/2024;machine4;0;;;
Arrosage;0,43333;;14/02/2024;machine4;0;;;
Arrosage;15,08333;;14/02/2024;machine4;0;;;
Hydraulique;1,63333;;14/02/2024;machine1;0;;;
Mécanique;0,5;;14/02/2024;machine1;0;;;
Arrosage;2,25;;14/02/2024;machine4;0;;;
Mécanique;4,5;;13/02/2024;machine4;1387,61;VITRE PORTE OPERATEUR NHX (vitrage de securite multicouche 570x780x24);M-V0002;1.0
Arrosage;1;;13/02/2024;machine3;332,64;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0
Mécanique;1,08333;;13/02/2024;machine5;0;;;
Arrosage;0,33333;;13/02/2024;machine1;0;;;
Arrosage;1,05;;13/02/2024;machine5;0;;;
Electrique;1,15;;13/02/2024;machine1;0;;;
Mécanique;0,58333;;13/02/2024;machine5;0;;;
Mécanique;1,66667;;13/02/2024;machine5;0;;;
Arrosage;1,58333;;12/02/2024;machine2;0;;;
Mécanique;0,83333;;12/02/2024;machine5;0;;;
Mécanique;0,5;;12/02/2024;machine1;0;;;
Mécanique;3,5;;11/02/2024;machine2;0;;;
Mécanique;0,66667;;11/02/2024;machine1;0;;;
Arrosage;1,21667;;09/02/2024;machine4;0;;;
Mécanique;0,5;;09/02/2024;machine5;0;;;
Mécanique;6,5;;09/02/2024;machine2;0;;;
Mécanique;0,41667;;08/02/2024;machine5;0;;;
Mécanique;0,61667;;08/02/2024;machine1;0;;;
Electrique;1;;08/02/2024;machine1;0;;;
Mécanique;0,66667;;08/02/2024;machine1;0;;;
Mécanique;2;;08/02/2024;machine2;0;;;
Mécanique;0,41667;;08/02/2024;machine4;0;;;
Arrosage;1,66667;;08/02/2024;machine4;0;;;
Mécanique;1,16667;;07/02/2024;machine4;0;;;
Arrosage;14,5;;07/02/2024;machine4;0;;;
Mécanique;0,41667;;07/02/2024;machine5;0;;;
Hydraulique;5,03333;;07/02/2024;machine3;0;;;
Mécanique;1,5;;07/02/2024;machine1;0;;;
Arrosage;1;;07/02/2024;machine7;0;;;
Hydraulique;1,25;;06/02/2024;machine3;0;;;
Electrique;75;;06/02/2024;machine2;0;;;
Hydraulique;79;;05/02/2024;machine5;340;KIT Joints de frein rotatif OD 18.39;M-J0058;1.0
Hydraulique;79;;05/02/2024;machine5;340;KIT de Révision de régulateur de frein UMC;M-HYD0016;1.0
Mécanique;0,5;;05/02/2024;machine4;1387,61;VITRE PORTE OPERATEUR NHX (vitrage de securite multicouche 570x780x24);M-V0002;1.0
Mécanique;185;;05/02/2024;machine2;48554,84;VITRE PORTE OPERATEUR NMV (Vitrage de securité multicouches 340/660/21);M-V0003;1.0
Mécanique;185;;05/02/2024;machine2;48554,84;BROCHE NMV;M-ELB0004;1.0
Mécanique;10;;05/02/2024;machine2;0;;;
Mécanique;0,25;;05/02/2024;machine4;0;;;
Hydraulique;2,58333;;05/02/2024;machine3;0;;;
Mécanique;0,41667;;05/02/2024;machine5;0;;;
Arrosage;0,5;;05/02/2024;machine5;0;;;
Mécanique;3,5;;04/02/2024;machine5;46,3;Courroie d'axe C (BELT PCGT 5MX15 5MGT- 600-15);M-TRANS0023;1.0
Mécanique;2,58333;;04/02/2024;machine2;0;;;
Mécanique;1,41667;;03/02/2024;machine4;0;;;
Mécanique;0,5;;02/02/2024;machine5;0;;;
Mécanique;9,5;;02/02/2024;machine3;0;;;
Mécanique;6,83333;;01/02/2024;machine2;0;;;
Mécanique;2,41667;;01/02/2024;machine1;0;;;
Pneumatique;3,91667;;01/02/2024;machine5;0;;;
Mécanique;1;;01/02/2024;machine1;0;;;
Mécanique;25,83333;;01/02/2024;machine1;0;;;
Mécanique;2,25;;31/01/2024;machine2;0;;;
Mécanique;1,08333;;31/01/2024;machine2;0;;;
Arrosage;0,33333;;31/01/2024;machine5;0;;;
Arrosage;2,16667;;31/01/2024;machine1;0;;;
Mécanique;1;;31/01/2024;machine2;0;;;
Arrosage;1,25;;30/01/2024;machine4;0;;;
Electrique;0,33333;;30/01/2024;machine1;0;;;
Mécanique;0,48333;;30/01/2024;machine5;0;;;
Mécanique;4,08333;;30/01/2024;machine5;0;;;
Arrosage;2,5;;29/01/2024;machine4;0;;;
Mécanique;6;;29/01/2024;machine2;0;;;
Mécanique;1,43333;;29/01/2024;machine1;0;;;
Mécanique;7,91667;;29/01/2024;machine5;0;;;
Arrosage;10,4;;28/01/2024;machine5;0;;;
Mécanique;0,75;;27/01/2024;machine5;0;;;
Arrosage;0,41667;;26/01/2024;machine5;0;;;
Mécanique;0,5;;26/01/2024;machine1;0;;;
Mécanique;0,6;;26/01/2024;machine1;0;;;
Mécanique;5,5;;25/01/2024;machine2;0;;;
Arrosage;0,75;;25/01/2024;machine5;0;;;
